行ID,订单ID,订单日期,发货日期,邮寄方式,客户ID,客户名称,细分,城市,省/自治区,国家,地区,产品ID,类别,子类别,产品名称,销售额,数量,折扣,利润
325,CN-2016-0000325,2016/2/17,2016/2/21,二级,AHIKJUDTVJ4T,SatoruNo,公司,天津,天津,中国,华北,B09NHVCHS9,Computers|Accessories,Computers|Accessories,"Flix Micro, Usb",1302.56,8,0.0,155.68
326,CN-2016-0000326,2016/2/19,2016/2/21,二级,AEIYWH2ASVIR,RakeshRoshan,消费者,广元,四川,中国,西南,B07WG8PDCW,Electronics|Mobiles&Accessories,Electronics|Mobiles&Accessories,"pTron Bullet, Pro",1263.276,9,0.4,-316.764
327,CN-2016-0000327,2016/2/19,2016/2/21,二级,AEIYWH2ASVIR,RakeshRoshan,消费者,广元,四川,中国,西南,B07WG8PDCW,Electronics|Mobiles&Accessories,Electronics|Mobiles&Accessories,"pTron Bullet, Pro",1263.276,9,0.4,-316.764
328,CN-2016-0000328,2016/2/19,2016/2/21,二级,AEGZSNGSJJAE,VijayanCVSan,消费者,广元,四川,中国,西南,B08R69VDHT,Computers|Accessories,Computers|Accessories,"Pinnaclz Original, Combo",61.152,2,0.4,-34.888
329,CN-2016-0000329,2016/2/19,2016/2/21,二级,AEGZSNGSJJAE,VijayanCVSan,消费者,广元,四川,中国,西南,B08R69VDHT,Computers|Accessories,Computers|Accessories,"Pinnaclz Original, Combo",61.152,2,0.4,-34.888
330,CN-2016-0000330,2016/2/20,2016/2/24,二级,AFAKEZV7KMVT,VikrantGanes,小型企业,昆明,云南,中国,西南,B07RD611Z8,Electronics|Mobiles&Accessories,Electronics|Mobiles&Accessories,"Ambrane 20000mAh, Power",524.16,8,0.0,4.48
331,CN-2016-0000331,2016/2/20,2016/2/24,二级,AFAKEZV7KMVT,VikrantGanes,小型企业,昆明,云南,中国,西南,B07RD611Z8,Electronics|Mobiles&Accessories,Electronics|Mobiles&Accessories,"Ambrane 20000mAh, Power",524.16,8,0.0,4.48
332,CN-2016-0000332,2016/2/20,2016/2/24,二级,AGKL2QQZYTI6,SoumendraPat,小型企业,昆明,云南,中国,西南,B09MT84WV5,Electronics|Accessories,Electronics|Accessories,"Samsung EVO, Plus",6400.38,7,0.0,2815.54
333,CN-2016-0000333,2016/2/20,2016/2/24,二级,AGKL2QQZYTI6,SoumendraPat,小型企业,昆明,云南,中国,西南,B09MT84WV5,Electronics|Accessories,Electronics|Accessories,"Samsung EVO, Plus",6400.38,7,0.0,2815.54
334,CN-2016-0000334,2016/2/20,2016/2/24,二级,AEQ2YMXSZWEO,JayeshRajesh,小型企业,昆明,云南,中国,西南,B08Y1TFSP6,Computers|Accessories,Computers|Accessories,"pTron Solero, TB301",117.6,1,0.0,5.88
335,CN-2016-0000335,2016/2/20,2016/2/24,二级,AEQ2YMXSZWEO,JayeshRajesh,小型企业,昆明,云南,中国,西南,B08Y1TFSP6,Computers|Accessories,Computers|Accessories,"pTron Solero, TB301",117.6,1,0.0,5.88
336,CN-2016-0000336,2016/2/20,2016/2/24,二级,AGBX233C7B7D,PravinKumarM,小型企业,昆明,云南,中国,西南,B00NH11PEY,Computers|Accessories,Computers|Accessories,"AmazonBasics USB, 2.0",1575.56,2,0.0,189.0
337,CN-2016-0000337,2016/2/20,2016/2/24,二级,AGBX233C7B7D,PravinKumarM,小型企业,昆明,云南,中国,西南,B00NH11PEY,Computers|Accessories,Computers|Accessories,"AmazonBasics USB, 2.0",1575.56,2,0.0,189.0
338,CN-2016-0000338,2016/2/20,2016/2/25,标准级,AEBHZQJ4R2TZ,VinayAmazonC,消费者,苏州,江苏,中国,华东,B0B2DJDCPX,Computers|Accessories,Computers|Accessories,"SWAPKART Fast, Charging",190.176,4,0.4,-15.904
339,CN-2016-0000339,2016/2/20,2016/2/25,标准级,AEBHZQJ4R2TZ,VinayAmazonC,消费者,苏州,江苏,中国,华东,B0B2DJDCPX,Computers|Accessories,Computers|Accessories,"SWAPKART Fast, Charging",190.176,4,0.4,-15.904
340,CN-2016-0000340,2016/2/20,2016/2/25,标准级,AG3D6O4STAQK,ManavAdarshg,消费者,苏州,江苏,中国,华东,B07JW9H4J1,Computers|Accessories,Computers|Accessories,"Wayona Nylon, Braided",697.62,3,0.0,230.16
341,CN-2016-0000341,2016/2/20,2016/2/25,标准级,AG3D6O4STAQK,ManavAdarshg,消费者,苏州,江苏,中国,华东,B07JW9H4J1,Computers|Accessories,Computers|Accessories,"Wayona Nylon, Braided",697.62,3,0.0,230.16
342,CN-2016-0000342,2016/2/20,2016/2/25,标准级,AGE6O2NLNA3N,Satyanarayan,消费者,苏州,江苏,中国,华东,B0B5ZF3NRK,Computers|Accessories,Computers|Accessories,"CEDO 65W, OnePlus",879.48,1,0.4,-322.56
343,CN-2016-0000343,2016/2/20,2016/2/25,标准级,AHBNKB74LGTY,NIRMAL.NMano,消费者,苏州,江苏,中国,华东,B08DPLCM6T,Electronics|HomeTheater,Electronics|HomeTheater,"LG 80, cm",68.376,6,0.8,-215.544
344,CN-2016-0000344,2016/2/20,2016/2/25,标准级,AHBNKB74LGTY,NIRMAL.NMano,消费者,苏州,江苏,中国,华东,B08DPLCM6T,Electronics|HomeTheater,Electronics|HomeTheater,"LG 80, cm",68.376,6,0.8,-215.544
345,CN-2016-0000345,2016/2/20,2016/2/25,标准级,AGVUE2NFN2MQ,YashpreetSin,消费者,苏州,江苏,中国,华东,B01M4GGIVU,Electronics|HomeTheater,Electronics|HomeTheater,"Tizum High, Speed",1431.612,3,0.4,-334.068
346,CN-2016-0000346,2016/2/20,2016/2/26,标准级,AG2WVO7W7ODQ,SnehaSuyalMa,消费者,蚌埠,安徽,中国,华东,B08K4PSZ3V,Electronics|Mobiles&Accessories,Electronics|Mobiles&Accessories,"Tukzer Capacitive, Stylus",10085.88,6,0.0,3529.68
347,CN-2016-0000347,2016/2/20,2016/2/26,标准级,AG2WVO7W7ODQ,SnehaSuyalMa,消费者,蚌埠,安徽,中国,华东,B08K4PSZ3V,Electronics|Mobiles&Accessories,Electronics|Mobiles&Accessories,"Tukzer Capacitive, Stylus",10085.88,6,0.0,3529.68
348,CN-2016-0000348,2016/2/21,2016/2/25,标准级,AFJVYK4FXVGR,livinsebiAna,公司,宁海,山东,中国,华东,B09RWZRCP1,Computers|Accessories,Computers|Accessories,"boAt Type, C",812.28,3,0.0,406.14
349,CN-2016-0000349,2016/2/21,2016/2/25,标准级,AF477BP57JM7,Placeholder,公司,宁海,山东,中国,华东,B0B4HJNPV4,Computers|Accessories,Computers|Accessories,"pTron Solero, T351",200.48,4,0.0,38.08
350,CN-2016-0000350,2016/2/22,2016/3/2,标准级,AHMKXORT3VNM,PratyushPahu,公司,朝阳,辽宁,中国,东北,B08QSC1XY8,Computers|Accessories,Computers|Accessories,"Zoul USB, C",394.688,4,0.2,-24.752
351,CN-2016-0000351,2016/2/22,2016/3/2,标准级,AHMKXORT3VNM,PratyushPahu,公司,朝阳,辽宁,中国,东北,B08QSC1XY8,Computers|Accessories,Computers|Accessories,"Zoul USB, C",394.688,4,0.2,-24.752
352,CN-2016-0000352,2016/2/22,2016/2/27,二级,AEJQT5NMTAM2,DeepankarG.B,消费者,西昌,四川,中国,西南,B09YV4MW2T,Electronics|Wearable,Electronics|Wearable,"Fire-Boltt India's, No",232.4,1,0.0,71.96
353,CN-2016-0000353,2016/2/22,2016/2/27,二级,AEJQT5NMTAM2,DeepankarG.B,消费者,西昌,四川,中国,西南,B09YV4MW2T,Electronics|Wearable,Electronics|Wearable,"Fire-Boltt India's, No",232.4,1,0.0,71.96
354,CN-2016-0000354,2016/2/22,2016/2/27,二级,AEQ2YMXSZWEO,JayeshRajesh,消费者,西昌,四川,中国,西南,B08Y1TFSP6,Computers|Accessories,Computers|Accessories,"pTron Solero, TB301",343.14,3,0.0,16.8
355,CN-2016-0000355,2016/2/22,2016/2/27,二级,AEQ2YMXSZWEO,JayeshRajesh,消费者,西昌,四川,中国,西南,B08Y1TFSP6,Computers|Accessories,Computers|Accessories,"pTron Solero, TB301",343.14,3,0.0,16.8
356,CN-2016-0000356,2016/2/22,2016/2/27,二级,AEKSR7FVH2XR,SamarKumarDa,消费者,西昌,四川,中国,西南,B078G6ZF5Z,Electronics|Mobiles&Accessories,Electronics|Mobiles&Accessories,"Oraimo 18W, USB",383.46,3,0.0,87.78
357,CN-2016-0000357,2016/2/22,2016/2/27,二级,AEKSR7FVH2XR,SamarKumarDa,消费者,西昌,四川,中国,西南,B078G6ZF5Z,Electronics|Mobiles&Accessories,Electronics|Mobiles&Accessories,"Oraimo 18W, USB",383.46,3,0.0,87.78
358,CN-2016-0000358,2016/2/23,2016/2/26,二级,AGHYCMV7RJ5D,RishabhAmazo,消费者,泰州,江苏,中国,华东,B09CMM3VGK,Computers|Accessories,Computers|Accessories,"Ambrane 60W, /",444.528,3,0.4,-140.952
359,CN-2016-0000359,2016/2/23,2016/2/26,二级,AGHYCMV7RJ5D,RishabhAmazo,消费者,泰州,江苏,中国,华东,B09CMM3VGK,Computers|Accessories,Computers|Accessories,"Ambrane 60W, /",444.528,3,0.4,-140.952
360,CN-2016-0000360,2016/2/24,2016/3/1,标准级,AECPFYFQVRUW,ArdKnNirbhay,消费者,威宁,贵州,中国,西南,B082LZGK39,Computers|Accessories,Computers|Accessories,"Ambrane Unbreakable, 60W",2059.26,3,0.0,246.96
361,CN-2016-0000361,2016/2/24,2016/3/1,标准级,AECPFYFQVRUW,ArdKnNirbhay,消费者,威宁,贵州,中国,西南,B082LZGK39,Computers|Accessories,Computers|Accessories,"Ambrane Unbreakable, 60W",2059.26,3,0.0,246.96
362,CN-2016-0000362,2016/2/24,2016/3/2,标准级,AGYLPKPZHVYK,TanyaAnuAksh,公司,天津,天津,中国,华北,B08CF3D7QR,Computers|Accessories,Computers|Accessories,"Portronics Konnect, L",5135.76,3,0.0,1437.66
363,CN-2016-0000363,2016/2/24,2016/3/2,标准级,AGYLPKPZHVYK,TanyaAnuAksh,公司,天津,天津,中国,华北,B08CF3D7QR,Computers|Accessories,Computers|Accessories,"Portronics Konnect, L",5135.76,3,0.0,1437.66
364,CN-2016-0000364,2016/2/24,2016/3/2,标准级,AHFENRYJG4LP,Nadhiyarasan,公司,天津,天津,中国,华北,B0BMXMLSMM,Computers|Accessories,Computers|Accessories,"Lapster 65W, compatible",2147.88,6,0.0,987.84
365,CN-2016-0000365,2016/2/24,2016/3/2,标准级,AHFENRYJG4LP,Nadhiyarasan,公司,天津,天津,中国,华北,B0BMXMLSMM,Computers|Accessories,Computers|Accessories,"Lapster 65W, compatible",2147.88,6,0.0,987.84
366,CN-2016-0000366,2016/2/24,2016/3/2,标准级,AECPFYFQVRUW,ArdKnNirbhay,公司,天津,天津,中国,华北,B082LSVT4B,Computers|Accessories,Computers|Accessories,"Ambrane Unbreakable, 60W",124.32,3,0.0,14.7
367,CN-2016-0000367,2016/2/24,2016/3/2,标准级,AECPFYFQVRUW,ArdKnNirbhay,公司,天津,天津,中国,华北,B082LSVT4B,Computers|Accessories,Computers|Accessories,"Ambrane Unbreakable, 60W",124.32,3,0.0,14.7
368,CN-2016-0000368,2016/2/27,2016/3/2,二级,AHUGCKS7YANT,yogitaratreA,公司,朝阳,辽宁,中国,东北,B0B3RSDSZ3,Electronics|Wearable,Electronics|Wearable,"Fire-Boltt Phoenix, Smart",764.904,2,0.4,-89.376
369,CN-2016-0000369,2016/3/1,2016/3/6,标准级,AGH3POHLPXAB,nisarPralipt,小型企业,淮南,安徽,中国,华东,B0B4DT8MKT,Computers|Accessories,Computers|Accessories,"Wecool Unbreakable, 3",3799.46,7,0.0,1291.64
370,CN-2016-0000370,2016/3/1,2016/3/6,标准级,AGH3POHLPXAB,nisarPralipt,小型企业,淮南,安徽,中国,华东,B0B4DT8MKT,Computers|Accessories,Computers|Accessories,"Wecool Unbreakable, 3",3799.46,7,0.0,1291.64
371,CN-2016-0000371,2016/3/1,2016/3/6,标准级,AHZWJCVEIEI7,AmazonCustom,小型企业,淮南,安徽,中国,华东,B09W5XR9RT,Computers|Accessories,Computers|Accessories,"Duracell USB, C",15948.24,6,0.0,6219.36
372,CN-2016-0000372,2016/3/1,2016/3/4,二级,AEITVIFC7WZA,harpreetYKir,消费者,武汉,湖北,中国,中南,B01GGKZ0V6,Computers|Accessories,Computers|Accessories,"AmazonBasics USB, Type-C",80.472,2,0.4,-12.208
373,CN-2016-0000373,2016/3/1,2016/3/4,二级,AEITVIFC7WZA,harpreetYKir,消费者,武汉,湖北,中国,中南,B01GGKZ0V6,Computers|Accessories,Computers|Accessories,"AmazonBasics USB, Type-C",80.472,2,0.4,-12.208
374,CN-2016-0000374,2016/3/1,2016/3/4,二级,AGHYCMV7RJ5D,RishabhAmazo,消费者,武汉,湖北,中国,中南,B09CMM3VGK,Computers|Accessories,Computers|Accessories,"Ambrane 60W, /",121.968,3,0.4,-34.692
375,CN-2016-0000375,2016/3/2,2016/3/4,一级,AGMJ6TDLOVZI,SQLARUNKUMAR,消费者,合肥,安徽,中国,华东,B0141EZMAI,Computers|NetworkingDevices,Computers|NetworkingDevices,"Gizga Essentials, USB",418.74,3,0.0,141.96
376,CN-2016-0000376,2016/3/2,2016/3/4,一级,AGMJ6TDLOVZI,SQLARUNKUMAR,消费者,合肥,安徽,中国,华东,B0141EZMAI,Computers|NetworkingDevices,Computers|NetworkingDevices,"Gizga Essentials, USB",418.74,3,0.0,141.96
377,CN-2016-0000377,2016/3/2,2016/3/4,一级,AEC6UDCEAUIB,venkateshkgR,消费者,合肥,安徽,中国,华东,B0BF4YBLPX,Electronics|Wearable,Electronics|Wearable,"Fire-Boltt Ninja, Call",417.2,5,0.0,116.2
378,CN-2016-0000378,2016/3/2,2016/3/9,标准级,AHDFR3PDKEBV,AnonymousSug,消费者,汉沽,天津,中国,华北,B07P681N66,Computers|NetworkingDevices,Computers|NetworkingDevices,"TP-Link AC600, 600",162.12,3,0.0,23.94
379,CN-2016-0000379,2016/3/2,2016/3/9,标准级,AHDFR3PDKEBV,AnonymousSug,消费者,汉沽,天津,中国,华北,B07P681N66,Computers|NetworkingDevices,Computers|NetworkingDevices,"TP-Link AC600, 600",162.12,3,0.0,23.94
380,CN-2016-0000380,2016/3/2,2016/3/9,标准级,AHGRRV5SETS3,PrinceySubod,消费者,汉沽,天津,中国,华北,B09HK9JH4F,Electronics|HomeTheater,Electronics|HomeTheater,"Smashtronics庐 -, Case",576.1,1,0.0,126.7
381,CN-2016-0000381,2016/3/2,2016/3/9,标准级,AHGRRV5SETS3,PrinceySubod,消费者,汉沽,天津,中国,华北,B09HK9JH4F,Electronics|HomeTheater,Electronics|HomeTheater,"Smashtronics庐 -, Case",576.1,1,0.0,126.7
382,CN-2016-0000382,2016/3/2,2016/3/9,标准级,AFHFQB5UN57H,AbyJimsonPra,消费者,汉沽,天津,中国,华北,B09V12K8NT,Electronics|Wearable,Electronics|Wearable,"boAt Wave, Lite",242.48,2,0.0,43.4
383,CN-2016-0000383,2016/3/2,2016/3/9,标准级,AFHFQB5UN57H,AbyJimsonPra,消费者,汉沽,天津,中国,华北,B09V12K8NT,Electronics|Wearable,Electronics|Wearable,"boAt Wave, Lite",242.48,2,0.0,43.4
384,CN-2016-0000384,2016/3/2,2016/3/9,标准级,AF3JE3MHGVCO,RanjithaPari,消费者,汉沽,天津,中国,华北,B09NVPSCQT,Electronics|Wearable,Electronics|Wearable,"Noise ColorFit, Pulse",643.44,3,0.0,257.04
385,CN-2016-0000385,2016/3/2,2016/3/9,标准级,AF3JE3MHGVCO,RanjithaPari,消费者,汉沽,天津,中国,华北,B09NVPSCQT,Electronics|Wearable,Electronics|Wearable,"Noise ColorFit, Pulse",643.44,3,0.0,257.04
386,CN-2016-0000386,2016/3/3,2016/3/5,二级,AEJQT5NMTAM2,DeepankarG.B,小型企业,重庆,重庆,中国,西南,B09YV4MW2T,Electronics|Wearable,Electronics|Wearable,"Fire-Boltt India's, No",1052.352,2,0.2,-263.088
387,CN-2016-0000387,2016/3/3,2016/3/8,标准级,AGU3BBQ2V2DD,KunalHimansh,公司,常德,湖南,中国,中南,B096MSW6CT,Computers|Accessories,Computers|Accessories,"Sounce Fast, Phone",7639.128,4,0.1,1103.368
388,CN-2016-0000388,2016/3/3,2016/3/8,标准级,AGU3BBQ2V2DD,KunalHimansh,公司,常德,湖南,中国,中南,B096MSW6CT,Computers|Accessories,Computers|Accessories,"Sounce Fast, Phone",7639.128,4,0.1,1103.368
389,CN-2016-0000389,2016/3/3,2016/3/8,标准级,AG3D6O4STAQK,ManavAdarshg,公司,常德,湖南,中国,中南,B07JW9H4J1,Computers|Accessories,Computers|Accessories,"Wayona Nylon, Braided",2963.1,3,0.0,651.84
390,CN-2016-0000390,2016/3/3,2016/3/8,标准级,AG3D6O4STAQK,ManavAdarshg,公司,常德,湖南,中国,中南,B07JW9H4J1,Computers|Accessories,Computers|Accessories,"Wayona Nylon, Braided",2963.1,3,0.0,651.84
391,CN-2016-0000391,2016/3/4,2016/3/9,标准级,AHPYDFW6Y3FI,AVMathankuma,消费者,天津,天津,中国,华北,B0B5B6PQCT,Electronics|Wearable,Electronics|Wearable,"boAt Wave, Call",1366.4,4,0.0,505.12
392,CN-2016-0000392,2016/3/4,2016/3/9,标准级,AHPYDFW6Y3FI,AVMathankuma,消费者,天津,天津,中国,华北,B0B5B6PQCT,Electronics|Wearable,Electronics|Wearable,"boAt Wave, Call",1366.4,4,0.0,505.12
393,CN-2016-0000393,2016/3/4,2016/3/9,标准级,AECPFYFQVRUW,ArdKnNirbhay,公司,洛阳,广东,中国,中南,B098NS6PVG,Computers|Accessories,Computers|Accessories,"Ambrane Unbreakable, 60W",478.1,5,0.0,42.7
394,CN-2016-0000394,2016/3/8,2016/3/12,标准级,AF36YUJUEUU3,VipanAgnihot,公司,福州,福建,中国,华东,B0BFWGBX61,Computers|Accessories,Computers|Accessories,"Ambrane Unbreakable, 3A",523.04,8,0.0,94.08
395,CN-2016-0000395,2016/3/8,2016/3/12,标准级,AF36YUJUEUU3,VipanAgnihot,公司,福州,福建,中国,华东,B0BFWGBX61,Computers|Accessories,Computers|Accessories,"Ambrane Unbreakable, 3A",523.04,8,0.0,94.08
396,CN-2016-0000396,2016/3/8,2016/3/12,标准级,AHZWJCVEIEI7,AmazonCustom,公司,福州,福建,中国,华东,B09W5XR9RT,Computers|Accessories,Computers|Accessories,"Duracell USB, C",1794.66,3,0.0,215.04
397,CN-2016-0000397,2016/3/8,2016/3/12,标准级,AHZWJCVEIEI7,AmazonCustom,公司,福州,福建,中国,华东,B09W5XR9RT,Computers|Accessories,Computers|Accessories,"Duracell USB, C",1794.66,3,0.0,215.04
